Year,Country,State,Type,Commodity,Value ($m)
2014,Australia,Queensland,Livestock,Sheep and Lambs,60.58
2014,Australia,South Australia,Crops,Barley,465.49
2014,Australia,South Australia,Crops,Maize,0
2014,Australia,South Australia,Crops,Oats,20.68
2014,Australia,South Australia,Crops,Rice,0
2014,Australia,South Australia,Crops,Sorghum,0
2014,Australia,South Australia,Crops,Wheat,1381.13
2014,Australia,South Australia,Livestock,Eggs,38.18
2014,Australia,South Australia,Livestock,Milk,256.04
2014,Australia,South Australia,Livestock,Wool,380.06
2014,Australia,South Australia,Livestock,Cattle and Calves,403.11
2014,Australia,South Australia,Livestock,Pigs,281.92
2014,Australia,South Australia,Livestock,Poultry,285.24
2014,Australia,South Australia,Livestock,Sheep and Lambs,491.1
2014,Australia,Western Australia,Crops,Barley,998.35
2014,Australia,Western Australia,Crops,Maize,1.38
2014,Australia,Western Australia,Crops,Oats,137.06
2014,Australia,Western Australia,Crops,Rice,0
2014,Australia,Western Australia,Crops,Sorghum,0.51
2014,Australia,Western Australia,Crops,Wheat,3261.57
2014,Australia,Western Australia,Livestock,Eggs,83.13
2014,Australia,Western Australia,Livestock,Milk,153.39
2014,Australia,Western Australia,Livestock,Wool,581.83
2014,Australia,Western Australia,Livestock,Cattle and Calves,578.74
2014,Australia,Western Australia,Livestock,Pigs,0
2014,Australia,Western Australia,Livestock,Poultry,0
2014,Australia,Western Australia,Livestock,Sheep and Lambs,409.93
2014,Australia,Tasmania,Crops,Barley,6.92
2014,Australia,Tasmania,Crops,Maize,0
2014,Australia,Tasmania,Crops,Oats,2.75
2014,Australia,Tasmania,Crops,Rice,0
2014,Australia,Tasmania,Crops,Sorghum,0
2014,Australia,Tasmania,Crops,Wheat,11.85
2014,Australia,Tasmania,Livestock,Eggs,0
2014,Australia,Tasmania,Livestock,Milk,435.18
2014,Australia,Tasmania,Livestock,Wool,0
2014,Australia,Tasmania,Livestock,Cattle and Calves,202.57
2014,Australia,Tasmania,Livestock,Pigs,0
2014,Australia,Tasmania,Livestock,Poultry,0
2014,Australia,Tasmania,Livestock,Sheep and Lambs,81.63
2014,Australia,Northern Territory,Crops,Barley,0
2014,Australia,Northern Territory,Crops,Maize,0
2014,Australia,Northern Territory,Crops,Oats,0
2014,Australia,Northern Territory,Crops,Rice,0.1
2014,Australia,Northern Territory,Crops,Sorghum,0
2014,Australia,Northern Territory,Crops,Wheat,0
2014,Australia,Northern Territory,Livestock,Eggs,0
2014,Australia,Northern Territory,Livestock,Milk,0
2014,Australia,Northern Territory,Livestock,Wool,0
2014,Australia,Northern Territory,Livestock,Cattle and Calves,464.85
2014,Australia,Northern Territory,Livestock,Pigs,0
2014,Australia,Northern Territory,Livestock,Poultry,0
2014,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2014,Australia,Australian Capital Territory,Crops,Barley,0.06
2014,Australia,Australian Capital Territory,Crops,Maize,0
2014,Australia,Australian Capital Territory,Crops,Oats,0
2014,Australia,Australian Capital Territory,Crops,Rice,0
2014,Australia,Australian Capital Territory,Crops,Sorghum,0
2014,Australia,Australian Capital Territory,Crops,Wheat,0.09
2014,Australia,Australian Capital Territory,Livestock,Eggs,0
2014,Australia,Australian Capital Territory,Livestock,Milk,0
2014,Australia,Australian Capital Territory,Livestock,Wool,0
2014,Australia,Australian Capital Territory,Livestock,Cattle and Calves,1.84
2014,Australia,Australian Capital Territory,Livestock,Pigs,0
2014,Australia,Australian Capital Territory,Livestock,Poultry,0
2014,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,0.88
2015,Australia,New South Wales,Crops,Barley,564.29
2015,Australia,New South Wales,Crops,Maize,78.74
2015,Australia,New South Wales,Crops,Oats,85.13
2015,Australia,New South Wales,Crops,Rice,271.59
2015,Australia,New South Wales,Crops,Sorghum,178.73
2015,Australia,New South Wales,Crops,Wheat,1964.04
2015,Australia,New South Wales,Livestock,Eggs,239.26
2015,Australia,New South Wales,Livestock,Milk,611.91
2015,Australia,New South Wales,Livestock,Wool,890
2015,Australia,New South Wales,Livestock,Cattle and Calves,2292.88
2015,Australia,New South Wales,Livestock,Pigs,193.81
2015,Australia,New South Wales,Livestock,Poultry,876.73
2015,Australia,New South Wales,Livestock,Sheep and Lambs,753.56
2015,Australia,Victoria,Crops,Barley,369.54
2015,Australia,Victoria,Crops,Maize,19.63
2015,Australia,Victoria,Crops,Oats,49.94
2015,Australia,Victoria,Crops,Rice,0.92
2015,Australia,Victoria,Crops,Sorghum,0.15
2015,Australia,Victoria,Crops,Wheat,781.7
2015,Australia,Victoria,Livestock,Eggs,150.62
2015,Australia,Victoria,Livestock,Milk,3008.57
2015,Australia,Victoria,Livestock,Wool,667.3
2015,Australia,Victoria,Livestock,Cattle and Calves,2011.94
2015,Australia,Victoria,Livestock,Pigs,266.21
2015,Australia,Victoria,Livestock,Poultry,617.64
2015,Australia,Victoria,Livestock,Sheep and Lambs,1352.16
2015,Australia,Queensland,Crops,Barley,79.05
2015,Australia,Queensland,Crops,Maize,63.08
2015,Australia,Queensland,Crops,Oats,4.18
2015,Australia,Queensland,Crops,Rice,0.01
2015,Australia,Queensland,Crops,Sorghum,485.77
2015,Australia,Queensland,Crops,Wheat,328.59
2015,Australia,Queensland,Livestock,Eggs,201.7
2015,Australia,Queensland,Livestock,Milk,235.8
2015,Australia,Queensland,Livestock,Wool,66.2
2015,Australia,Queensland,Livestock,Cattle and Calves,5076.28
2015,Australia,Queensland,Livestock,Pigs,269.88
2015,Australia,Queensland,Livestock,Poultry,587.98
2015,Australia,Queensland,Livestock,Sheep and Lambs,66.41
2015,Australia,South Australia,Crops,Barley,509.36
2015,Australia,South Australia,Crops,Maize,0
2015,Australia,South Australia,Crops,Oats,23.17
2015,Australia,South Australia,Crops,Rice,0
2015,Australia,South Australia,Crops,Sorghum,0
2015,Australia,South Australia,Crops,Wheat,1320.81
2015,Australia,South Australia,Livestock,Eggs,50.77
2015,Australia,South Australia,Livestock,Milk,238.02
2015,Australia,South Australia,Livestock,Wool,419.1
2015,Australia,South Australia,Livestock,Cattle and Calves,522.3
2015,Australia,South Australia,Livestock,Pigs,284.83
2015,Australia,South Australia,Livestock,Poultry,310.95
2015,Australia,South Australia,Livestock,Sheep and Lambs,556.31
2015,Australia,Western Australia,Crops,Barley,889.59
2015,Australia,Western Australia,Crops,Maize,1.84
2015,Australia,Western Australia,Crops,Oats,135.49
2015,Australia,Western Australia,Crops,Rice,0.06
2015,Australia,Western Australia,Crops,Sorghum,1.14
2015,Australia,Western Australia,Crops,Wheat,2716.35
2015,Australia,Western Australia,Livestock,Eggs,70.23
2015,Australia,Western Australia,Livestock,Milk,185.4
2015,Australia,Western Australia,Livestock,Wool,540.48
2015,Australia,Western Australia,Livestock,Cattle and Calves,655.05
2015,Australia,Western Australia,Livestock,Pigs,0
2015,Australia,Western Australia,Livestock,Poultry,0
2015,Australia,Western Australia,Livestock,Sheep and Lambs,478.9
2015,Australia,Tasmania,Crops,Barley,4.87
2015,Australia,Tasmania,Crops,Maize,0.08
2015,Australia,Tasmania,Crops,Oats,1.79
2015,Australia,Tasmania,Crops,Rice,0
2015,Australia,Tasmania,Crops,Sorghum,0
2015,Australia,Tasmania,Crops,Wheat,12.61
2015,Australia,Tasmania,Livestock,Eggs,16.14
2015,Australia,Tasmania,Livestock,Milk,442.38
2015,Australia,Tasmania,Livestock,Wool,91.3
2015,Australia,Tasmania,Livestock,Cattle and Calves,247.19
2015,Australia,Tasmania,Livestock,Pigs,0
2015,Australia,Tasmania,Livestock,Poultry,0
2015,Australia,Tasmania,Livestock,Sheep and Lambs,87.71
2015,Australia,Northern Territory,Crops,Barley,0
2015,Australia,Northern Territory,Crops,Maize,0
2015,Australia,Northern Territory,Crops,Oats,0
2015,Australia,Northern Territory,Crops,Rice,0.12
2015,Australia,Northern Territory,Crops,Sorghum,0
2015,Australia,Northern Territory,Crops,Wheat,0
2015,Australia,Northern Territory,Livestock,Eggs,0
2015,Australia,Northern Territory,Livestock,Milk,0
2015,Australia,Northern Territory,Livestock,Wool,0
2015,Australia,Northern Territory,Livestock,Cattle and Calves,722.05
2015,Australia,Northern Territory,Livestock,Pigs,0
2015,Australia,Northern Territory,Livestock,Poultry,0
2015,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2015,Australia,Australian Capital Territory,Crops,Barley,0
2015,Australia,Australian Capital Territory,Crops,Maize,0
2015,Australia,Australian Capital Territory,Crops,Oats,0
2015,Australia,Australian Capital Territory,Crops,Rice,0
2015,Australia,Australian Capital Territory,Crops,Sorghum,0
2015,Australia,Australian Capital Territory,Crops,Wheat,0
2015,Australia,Australian Capital Territory,Livestock,Eggs,0.11
2015,Australia,Australian Capital Territory,Livestock,Milk,0
2015,Australia,Australian Capital Territory,Livestock,Wool,1.55
2015,Australia,Australian Capital Territory,Livestock,Cattle and Calves,2.79
2015,Australia,Australian Capital Territory,Livestock,Pigs,0
2015,Australia,Australian Capital Territory,Livestock,Poultry,0.01
2015,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,1.31
2016,Australia,New South Wales,Crops,Barley,690.17
2016,Australia,New South Wales,Crops,Maize,54.64
2016,Australia,New South Wales,Crops,Oats,109.93
2016,Australia,New South Wales,Crops,Rice,109.9
2016,Australia,New South Wales,Crops,Sorghum,177.29
2016,Australia,New South Wales,Crops,Wheat,1863.58
2016,Australia,New South Wales,Livestock,Eggs,258.15
2016,Australia,New South Wales,Livestock,Milk,593.69
2016,Australia,New South Wales,Livestock,Wool,946.1
2016,Australia,New South Wales,Livestock,Cattle and Calves,2561.88
2016,Australia,New South Wales,Livestock,Pigs,212.36
2016,Australia,New South Wales,Livestock,Poultry,874.99
2016,Australia,New South Wales,Livestock,Sheep and Lambs,734.53
2016,Australia,Victoria,Crops,Barley,287.45
2016,Australia,Victoria,Crops,Maize,22.15
2016,Australia,Victoria,Crops,Oats,59.91
2016,Australia,Victoria,Crops,Rice,0.09
2016,Australia,Victoria,Crops,Sorghum,0.77
2016,Australia,Victoria,Crops,Wheat,494.78
2016,Australia,Victoria,Livestock,Eggs,205.04
2016,Australia,Victoria,Livestock,Milk,2645
2016,Australia,Victoria,Livestock,Wool,751.2
2016,Australia,Victoria,Livestock,Cattle and Calves,2238.02
2016,Australia,Victoria,Livestock,Pigs,318.11
2016,Australia,Victoria,Livestock,Poultry,682.89
2016,Australia,Victoria,Livestock,Sheep and Lambs,1322.58
2016,Australia,Queensland,Crops,Barley,102.46
2016,Australia,Queensland,Crops,Maize,52
2016,Australia,Queensland,Crops,Oats,6.94
2016,Australia,Queensland,Crops,Rice,4.65
2016,Australia,Queensland,Crops,Sorghum,312.05
2016,Australia,Queensland,Crops,Wheat,383.63
2016,Australia,Queensland,Livestock,Eggs,210.05
2016,Australia,Queensland,Livestock,Milk,236.7
2016,Australia,Queensland,Livestock,Wool,62.34
2016,Australia,Queensland,Livestock,Cattle and Calves,5860.59
2016,Australia,Queensland,Livestock,Pigs,320.48
2016,Australia,Queensland,Livestock,Poultry,589.93
2016,Australia,Queensland,Livestock,Sheep and Lambs,58.05
2016,Australia,South Australia,Crops,Barley,365.58
2016,Australia,South Australia,Crops,Maize,0.23
2016,Australia,South Australia,Crops,Oats,32.31
2016,Australia,South Australia,Crops,Rice,0
2016,Australia,South Australia,Crops,Sorghum,0.04
2016,Australia,South Australia,Crops,Wheat,927.25
2016,Australia,South Australia,Livestock,Eggs,23.05
2016,Australia,South Australia,Livestock,Milk,218.22
2016,Australia,South Australia,Livestock,Wool,447.54
2016,Australia,South Australia,Livestock,Cattle and Calves,682.67
2016,Australia,South Australia,Livestock,Pigs,326.58
2016,Australia,South Australia,Livestock,Poultry,382.62
2016,Australia,South Australia,Livestock,Sheep and Lambs,534.55
2016,Australia,Western Australia,Crops,Barley,825.48
2016,Australia,Western Australia,Crops,Maize,1.25
2016,Australia,Western Australia,Crops,Oats,187.34
2016,Australia,Western Australia,Crops,Rice,0
2016,Australia,Western Australia,Crops,Sorghum,1.42
2016,Australia,Western Australia,Crops,Wheat,2485.4
2016,Australia,Western Australia,Livestock,Eggs,69.85
2016,Australia,Western Australia,Livestock,Milk,202.49
2016,Australia,Western Australia,Livestock,Wool,660.94
2016,Australia,Western Australia,Livestock,Cattle and Calves,857.38
2016,Australia,Western Australia,Livestock,Pigs,0
2016,Australia,Western Australia,Livestock,Poultry,0
2016,Australia,Western Australia,Livestock,Sheep and Lambs,512.95
2016,Australia,Tasmania,Crops,Barley,5.1
2016,Australia,Tasmania,Crops,Maize,0.08
2016,Australia,Tasmania,Crops,Oats,1.45
2016,Australia,Tasmania,Crops,Rice,0
2016,Australia,Tasmania,Crops,Sorghum,0
2016,Australia,Tasmania,Crops,Wheat,14.64
2016,Australia,Tasmania,Livestock,Eggs,16.59
2016,Australia,Tasmania,Livestock,Milk,386.1
2016,Australia,Tasmania,Livestock,Wool,95.08
2016,Australia,Tasmania,Livestock,Cattle and Calves,314.31
2016,Australia,Tasmania,Livestock,Pigs,0
2016,Australia,Tasmania,Livestock,Poultry,0
2016,Australia,Tasmania,Livestock,Sheep and Lambs,75.52
2016,Australia,Northern Territory,Crops,Barley,0.31
2016,Australia,Northern Territory,Crops,Maize,0
2016,Australia,Northern Territory,Crops,Oats,0
2016,Australia,Northern Territory,Crops,Rice,0.11
2016,Australia,Northern Territory,Crops,Sorghum,0
2016,Australia,Northern Territory,Crops,Wheat,0.83
2016,Australia,Northern Territory,Livestock,Eggs,0
2016,Australia,Northern Territory,Livestock,Milk,0
2016,Australia,Northern Territory,Livestock,Wool,0
2016,Australia,Northern Territory,Livestock,Cattle and Calves,568.71
2016,Australia,Northern Territory,Livestock,Pigs,0
2016,Australia,Northern Territory,Livestock,Poultry,0
2016,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2016,Australia,Australian Capital Territory,Crops,Barley,0
2016,Australia,Australian Capital Territory,Crops,Maize,0
2016,Australia,Australian Capital Territory,Crops,Oats,0
2016,Australia,Australian Capital Territory,Crops,Rice,0
2016,Australia,Australian Capital Territory,Crops,Sorghum,0
2016,Australia,Australian Capital Territory,Crops,Wheat,0.02
2016,Australia,Australian Capital Territory,Livestock,Eggs,0.07
2016,Australia,Australian Capital Territory,Livestock,Milk,0
2016,Australia,Australian Capital Territory,Livestock,Wool,1.66
2016,Australia,Australian Capital Territory,Livestock,Cattle and Calves,3.26
2016,Australia,Australian Capital Territory,Livestock,Pigs,0
2016,Australia,Australian Capital Territory,Livestock,Poultry,0
2016,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,1.27
2017,Australia,New South Wales,Crops,Barley,600.77
2017,Australia,New South Wales,Crops,Maize,63.91
2017,Australia,New South Wales,Crops,Oats,132.84
2017,Australia,New South Wales,Crops,Rice,252.15
2017,Australia,New South Wales,Crops,Sorghum,96.63
2017,Australia,New South Wales,Crops,Wheat,2259.73
2017,Australia,New South Wales,Livestock,Eggs,255.51
2017,Australia,New South Wales,Livestock,Milk,548.79
2017,Australia,New South Wales,Livestock,Wool,1094.98
2017,Australia,New South Wales,Livestock,Cattle and Calves,2364.15
2017,Australia,New South Wales,Livestock,Pigs,224.42
2017,Australia,New South Wales,Livestock,Poultry,771.14
2017,Australia,New South Wales,Livestock,Sheep and Lambs,832.55
2017,Australia,Victoria,Crops,Barley,573.79
2017,Australia,Victoria,Crops,Maize,24.58
2017,Australia,Victoria,Crops,Oats,133.2
2017,Australia,Victoria,Crops,Rice,0
2017,Australia,Victoria,Crops,Sorghum,0.2
2017,Australia,Victoria,Crops,Wheat,1062.8
2017,Australia,Victoria,Livestock,Eggs,174.16
2017,Australia,Victoria,Livestock,Milk,2196.19
2017,Australia,Victoria,Livestock,Wool,857.72
2017,Australia,Victoria,Livestock,Cattle and Calves,1839.37
2017,Australia,Victoria,Livestock,Pigs,306.34
2017,Australia,Victoria,Livestock,Poultry,617.85
2017,Australia,Victoria,Livestock,Sheep and Lambs,1532.49
2017,Australia,Queensland,Crops,Barley,101.74
2017,Australia,Queensland,Crops,Maize,45.23
2017,Australia,Queensland,Crops,Oats,16.22
2017,Australia,Queensland,Crops,Rice,0.18
2017,Australia,Queensland,Crops,Sorghum,139.4
2017,Australia,Queensland,Crops,Wheat,361.39
2017,Australia,Queensland,Livestock,Eggs,234.36
2017,Australia,Queensland,Livestock,Milk,250.93
2017,Australia,Queensland,Livestock,Wool,76.49
2017,Australia,Queensland,Livestock,Cattle and Calves,5731.24
2017,Australia,Queensland,Livestock,Pigs,293.06
2017,Australia,Queensland,Livestock,Poultry,650.6
2017,Australia,Queensland,Livestock,Sheep and Lambs,9.14
2017,Australia,South Australia,Crops,Barley,512.78
2017,Australia,South Australia,Crops,Maize,0.18
2017,Australia,South Australia,Crops,Oats,47.01
2017,Australia,South Australia,Crops,Rice,0
2017,Australia,South Australia,Crops,Sorghum,0.01
2017,Australia,South Australia,Crops,Wheat,1226.18
2017,Australia,South Australia,Livestock,Eggs,50.67
2017,Australia,South Australia,Livestock,Milk,180.77
2017,Australia,South Australia,Livestock,Wool,492.97
2017,Australia,South Australia,Livestock,Cattle and Calves,609.43
2017,Australia,South Australia,Livestock,Pigs,347.02
2017,Australia,South Australia,Livestock,Poultry,0
2017,Australia,South Australia,Livestock,Sheep and Lambs,579.06
2017,Australia,Western Australia,Crops,Barley,859.95
2017,Australia,Western Australia,Crops,Maize,5.38
2017,Australia,Western Australia,Crops,Oats,216.52
2017,Australia,Western Australia,Crops,Rice,0
2017,Australia,Western Australia,Crops,Sorghum,0.59
2017,Australia,Western Australia,Crops,Wheat,2442.09
2017,Australia,Western Australia,Livestock,Eggs,86.7
2017,Australia,Western Australia,Livestock,Milk,192.05
2017,Australia,Western Australia,Livestock,Wool,825.53
2017,Australia,Western Australia,Livestock,Cattle and Calves,833.11
2017,Australia,Western Australia,Livestock,Pigs,162.88
2017,Australia,Western Australia,Livestock,Poultry,0
2017,Australia,Western Australia,Livestock,Sheep and Lambs,551.19
2017,Australia,Tasmania,Crops,Barley,8.78
2017,Australia,Tasmania,Crops,Maize,0.34
2017,Australia,Tasmania,Crops,Oats,1.45
2017,Australia,Tasmania,Crops,Rice,0
2017,Australia,Tasmania,Crops,Sorghum,0
2017,Australia,Tasmania,Crops,Wheat,13.61
2017,Australia,Tasmania,Livestock,Eggs,17.79
2017,Australia,Tasmania,Livestock,Milk,326.03
2017,Australia,Tasmania,Livestock,Wool,107.9
2017,Australia,Tasmania,Livestock,Cattle and Calves,294.68
2017,Australia,Tasmania,Livestock,Pigs,8.27
2017,Australia,Tasmania,Livestock,Poultry,0
2017,Australia,Tasmania,Livestock,Sheep and Lambs,58.69
2017,Australia,Northern Territory,Crops,Barley,0
2017,Australia,Northern Territory,Crops,Maize,0.17
2017,Australia,Northern Territory,Crops,Oats,0
2017,Australia,Northern Territory,Crops,Rice,0.11
2017,Australia,Northern Territory,Crops,Sorghum,0
2017,Australia,Northern Territory,Crops,Wheat,0
2017,Australia,Northern Territory,Livestock,Eggs,0
2017,Australia,Northern Territory,Livestock,Milk,0
2017,Australia,Northern Territory,Livestock,Wool,0
2017,Australia,Northern Territory,Livestock,Cattle and Calves,464.56
2017,Australia,Northern Territory,Livestock,Pigs,0
2017,Australia,Northern Territory,Livestock,Poultry,0
2017,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2017,Australia,Australian Capital Territory,Crops,Barley,0
2017,Australia,Australian Capital Territory,Crops,Maize,0
2017,Australia,Australian Capital Territory,Crops,Oats,0
2017,Australia,Australian Capital Territory,Crops,Rice,0
2017,Australia,Australian Capital Territory,Crops,Sorghum,0
2017,Australia,Australian Capital Territory,Crops,Wheat,0.01
2017,Australia,Australian Capital Territory,Livestock,Eggs,0.4
2017,Australia,Australian Capital Territory,Livestock,Milk,0
2017,Australia,Australian Capital Territory,Livestock,Wool,2.2
2017,Australia,Australian Capital Territory,Livestock,Cattle and Calves,2.8
2017,Australia,Australian Capital Territory,Livestock,Pigs,0
2017,Australia,Australian Capital Territory,Livestock,Poultry,0
2017,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,1.67
2018,Australia,New South Wales,Crops,Barley,340.18
2018,Australia,New South Wales,Crops,Maize,62.6
2018,Australia,New South Wales,Crops,Oats,55.7
2018,Australia,New South Wales,Crops,Rice,243.04
2018,Australia,New South Wales,Crops,Sorghum,87.72
2018,Australia,New South Wales,Crops,Wheat,1368.85
2018,Australia,New South Wales,Livestock,Eggs,263.1
2018,Australia,New South Wales,Livestock,Milk,566.22
2018,Australia,New South Wales,Livestock,Wool,1306.24
2018,Australia,New South Wales,Livestock,Cattle and Calves,2387.24
2018,Australia,New South Wales,Livestock,Pigs,200.62
2018,Australia,New South Wales,Livestock,Poultry,782.76
2018,Australia,New South Wales,Livestock,Sheep and Lambs,985.28
2018,Australia,Victoria,Crops,Barley,495.91
2018,Australia,Victoria,Crops,Maize,21.78
2018,Australia,Victoria,Crops,Oats,44.63
2018,Australia,Victoria,Crops,Rice,0
2018,Australia,Victoria,Crops,Sorghum,0
2018,Australia,Victoria,Crops,Wheat,965.83
2018,Australia,Victoria,Livestock,Eggs,205.57
2018,Australia,Victoria,Livestock,Milk,2634.6
2018,Australia,Victoria,Livestock,Wool,1394.5
2018,Australia,Victoria,Livestock,Cattle and Calves,2048.1
2018,Australia,Victoria,Livestock,Pigs,223.14
2018,Australia,Victoria,Livestock,Poultry,564.23
2018,Australia,Victoria,Livestock,Sheep and Lambs,1763.39
2018,Australia,Queensland,Crops,Barley,57.82
2018,Australia,Queensland,Crops,Maize,38.87
2018,Australia,Queensland,Crops,Oats,3.21
2018,Australia,Queensland,Crops,Rice,2.66
2018,Australia,Queensland,Crops,Sorghum,302.42
2018,Australia,Queensland,Crops,Wheat,246.18
2018,Australia,Queensland,Livestock,Eggs,224.77
2018,Australia,Queensland,Livestock,Milk,230.29
2018,Australia,Queensland,Livestock,Wool,98.28
2018,Australia,Queensland,Livestock,Cattle and Calves,5472.55
2018,Australia,Queensland,Livestock,Pigs,248.24
2018,Australia,Queensland,Livestock,Poultry,560.68
2018,Australia,Queensland,Livestock,Sheep and Lambs,10.74
2018,Australia,South Australia,Crops,Barley,407.74
2018,Australia,South Australia,Crops,Maize,0
2018,Australia,South Australia,Crops,Oats,22.26
2018,Australia,South Australia,Crops,Rice,0
2018,Australia,South Australia,Crops,Sorghum,0
2018,Australia,South Australia,Crops,Wheat,959.34
2018,Australia,South Australia,Livestock,Eggs,49.6
2018,Australia,South Australia,Livestock,Milk,216.69
2018,Australia,South Australia,Livestock,Wool,569
2018,Australia,South Australia,Livestock,Cattle and Calves,484.17
2018,Australia,South Australia,Livestock,Pigs,278.33
2018,Australia,South Australia,Livestock,Poultry,0
2018,Australia,South Australia,Livestock,Sheep and Lambs,575.23
2018,Australia,Western Australia,Crops,Barley,974.41
2018,Australia,Western Australia,Crops,Maize,5.9
2018,Australia,Western Australia,Crops,Oats,144.74
2018,Australia,Western Australia,Crops,Rice,0.01
2018,Australia,Western Australia,Crops,Sorghum,0.37
2018,Australia,Western Australia,Crops,Wheat,2144.42
2018,Australia,Western Australia,Livestock,Eggs,69.22
2018,Australia,Western Australia,Livestock,Milk,192.23
2018,Australia,Western Australia,Livestock,Wool,994.92
2018,Australia,Western Australia,Livestock,Cattle and Calves,796.23
2018,Australia,Western Australia,Livestock,Pigs,188.1
2018,Australia,Western Australia,Livestock,Poultry,0
2018,Australia,Western Australia,Livestock,Sheep and Lambs,583.74
2018,Australia,Tasmania,Crops,Barley,4.66
2018,Australia,Tasmania,Crops,Maize,1.35
2018,Australia,Tasmania,Crops,Oats,1.5
2018,Australia,Tasmania,Crops,Rice,0
2018,Australia,Tasmania,Crops,Sorghum,0
2018,Australia,Tasmania,Crops,Wheat,0
2018,Australia,Tasmania,Livestock,Eggs,15.31
