Year,Country,State,Type,Commodity,Value ($m)
2018,Australia,Tasmania,Livestock,Milk,429.48
2018,Australia,Tasmania,Livestock,Wool,116.62
2018,Australia,Tasmania,Livestock,Cattle and Calves,337
2018,Australia,Tasmania,Livestock,Pigs,7.37
2018,Australia,Tasmania,Livestock,Poultry,0
2018,Australia,Tasmania,Livestock,Sheep and Lambs,51.39
2018,Australia,Northern Territory,Crops,Barley,0
2018,Australia,Northern Territory,Crops,Maize,0
2018,Australia,Northern Territory,Crops,Oats,0
2018,Australia,Northern Territory,Crops,Rice,0.02
2018,Australia,Northern Territory,Crops,Sorghum,0
2018,Australia,Northern Territory,Crops,Wheat,0
2018,Australia,Northern Territory,Livestock,Eggs,0
2018,Australia,Northern Territory,Livestock,Milk,0
2018,Australia,Northern Territory,Livestock,Wool,0
2018,Australia,Northern Territory,Livestock,Cattle and Calves,492.03
2018,Australia,Northern Territory,Livestock,Pigs,0
2018,Australia,Northern Territory,Livestock,Poultry,0
2018,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2018,Australia,Australian Capital Territory,Crops,Barley,0.01
2018,Australia,Australian Capital Territory,Crops,Maize,0
2018,Australia,Australian Capital Territory,Crops,Oats,0
2018,Australia,Australian Capital Territory,Crops,Rice,0
2018,Australia,Australian Capital Territory,Crops,Sorghum,0
2018,Australia,Australian Capital Territory,Crops,Wheat,0
2018,Australia,Australian Capital Territory,Livestock,Eggs,0.66
2018,Australia,Australian Capital Territory,Livestock,Milk,0
2018,Australia,Australian Capital Territory,Livestock,Wool,1.25
2018,Australia,Australian Capital Territory,Livestock,Cattle and Calves,2.41
2018,Australia,Australian Capital Territory,Livestock,Pigs,0
2018,Australia,Australian Capital Territory,Livestock,Poultry,1.16
2018,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,0.94
2019,Australia,New South Wales,Crops,Barley,327.25
2019,Australia,New South Wales,Crops,Maize,63.34
2019,Australia,New South Wales,Crops,Oats,45.91
2019,Australia,New South Wales,Crops,Rice,31.41
2019,Australia,New South Wales,Crops,Sorghum,78.28
2019,Australia,New South Wales,Crops,Wheat,751.62
2019,Australia,New South Wales,Livestock,Eggs,238.81
2019,Australia,New South Wales,Livestock,Milk,592
2019,Australia,New South Wales,Livestock,Wool,1168.24
2019,Australia,New South Wales,Livestock,Cattle and Calves,2562.52
2019,Australia,New South Wales,Livestock,Pigs,193.76
2019,Australia,New South Wales,Livestock,Poultry,784.83
2019,Australia,New South Wales,Livestock,Sheep and Lambs,1100.48
2019,Australia,Victoria,Crops,Barley,461.59
2019,Australia,Victoria,Crops,Maize,30.06
2019,Australia,Victoria,Crops,Oats,65.86
2019,Australia,Victoria,Crops,Rice,0
2019,Australia,Victoria,Crops,Sorghum,0.9
2019,Australia,Victoria,Crops,Wheat,846.55
2019,Australia,Victoria,Livestock,Eggs,212.33
2019,Australia,Victoria,Livestock,Milk,2684.62
2019,Australia,Victoria,Livestock,Wool,1439.12
2019,Australia,Victoria,Livestock,Cattle and Calves,2368.97
2019,Australia,Victoria,Livestock,Pigs,258.77
2019,Australia,Victoria,Livestock,Poultry,585.12
2019,Australia,Victoria,Livestock,Sheep and Lambs,1934.58
2019,Australia,Queensland,Crops,Barley,53.75
2019,Australia,Queensland,Crops,Maize,38.81
2019,Australia,Queensland,Crops,Oats,3.82
2019,Australia,Queensland,Crops,Rice,2.63
2019,Australia,Queensland,Crops,Sorghum,319.32
2019,Australia,Queensland,Crops,Wheat,178.92
2019,Australia,Queensland,Livestock,Eggs,244.03
2019,Australia,Queensland,Livestock,Milk,218.54
2019,Australia,Queensland,Livestock,Wool,107.77
2019,Australia,Queensland,Livestock,Cattle and Calves,5802.56
2019,Australia,Queensland,Livestock,Pigs,289.04
2019,Australia,Queensland,Livestock,Poultry,586.74
2019,Australia,Queensland,Livestock,Sheep and Lambs,18.91
2019,Australia,South Australia,Crops,Barley,505.46
2019,Australia,South Australia,Crops,Maize,0
2019,Australia,South Australia,Crops,Oats,56.3
2019,Australia,South Australia,Crops,Rice,0
2019,Australia,South Australia,Crops,Sorghum,0
2019,Australia,South Australia,Crops,Wheat,1020.23
2019,Australia,South Australia,Livestock,Eggs,49.88
2019,Australia,South Australia,Livestock,Milk,234.15
2019,Australia,South Australia,Livestock,Wool,573.69
2019,Australia,South Australia,Livestock,Cattle and Calves,309.72
2019,Australia,South Australia,Livestock,Pigs,292.73
2019,Australia,South Australia,Livestock,Poultry,0
2019,Australia,South Australia,Livestock,Sheep and Lambs,524.62
2019,Australia,Western Australia,Crops,Barley,1655.78
2019,Australia,Western Australia,Crops,Maize,10.56
2019,Australia,Western Australia,Crops,Oats,242.43
2019,Australia,Western Australia,Crops,Rice,0
2019,Australia,Western Australia,Crops,Sorghum,3.15
2019,Australia,Western Australia,Crops,Wheat,3374.27
2019,Australia,Western Australia,Livestock,Eggs,67.39
2019,Australia,Western Australia,Livestock,Milk,187.82
2019,Australia,Western Australia,Livestock,Wool,975.8
2019,Australia,Western Australia,Livestock,Cattle and Calves,828.11
2019,Australia,Western Australia,Livestock,Pigs,180.08
2019,Australia,Western Australia,Livestock,Poultry,0
2019,Australia,Western Australia,Livestock,Sheep and Lambs,547.4
2019,Australia,Tasmania,Crops,Barley,9.82
2019,Australia,Tasmania,Crops,Maize,0.05
2019,Australia,Tasmania,Crops,Oats,2.17
2019,Australia,Tasmania,Crops,Rice,0
2019,Australia,Tasmania,Crops,Sorghum,0
2019,Australia,Tasmania,Crops,Wheat,0
2019,Australia,Tasmania,Livestock,Eggs,20.4
2019,Australia,Tasmania,Livestock,Milk,457.32
2019,Australia,Tasmania,Livestock,Wool,123.24
2019,Australia,Tasmania,Livestock,Cattle and Calves,341.68
2019,Australia,Tasmania,Livestock,Pigs,7.3
2019,Australia,Tasmania,Livestock,Poultry,0
2019,Australia,Tasmania,Livestock,Sheep and Lambs,49.31
2019,Australia,Northern Territory,Crops,Barley,0
2019,Australia,Northern Territory,Crops,Maize,0
2019,Australia,Northern Territory,Crops,Oats,0
2019,Australia,Northern Territory,Crops,Rice,0.27
2019,Australia,Northern Territory,Crops,Sorghum,0.1
2019,Australia,Northern Territory,Crops,Wheat,0
2019,Australia,Northern Territory,Livestock,Eggs,0
2019,Australia,Northern Territory,Livestock,Milk,0
2019,Australia,Northern Territory,Livestock,Wool,0
2019,Australia,Northern Territory,Livestock,Cattle and Calves,612.19
2019,Australia,Northern Territory,Livestock,Pigs,0
2019,Australia,Northern Territory,Livestock,Poultry,0
2019,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2019,Australia,Australian Capital Territory,Crops,Barley,0
2019,Australia,Australian Capital Territory,Crops,Maize,0
2019,Australia,Australian Capital Territory,Crops,Oats,0
2019,Australia,Australian Capital Territory,Crops,Rice,0
2019,Australia,Australian Capital Territory,Crops,Sorghum,0
2019,Australia,Australian Capital Territory,Crops,Wheat,0
2019,Australia,Australian Capital Territory,Livestock,Eggs,0.05
2019,Australia,Australian Capital Territory,Livestock,Milk,0
2019,Australia,Australian Capital Territory,Livestock,Wool,1.72
2019,Australia,Australian Capital Territory,Livestock,Cattle and Calves,2.02
2019,Australia,Australian Capital Territory,Livestock,Pigs,0
2019,Australia,Australian Capital Territory,Livestock,Poultry,0.31
2019,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,1.76
2020,Australia,New South Wales,Crops,Barley,284.47
2020,Australia,New South Wales,Crops,Maize,47.51
2020,Australia,New South Wales,Crops,Oats,75.28
2020,Australia,New South Wales,Crops,Rice,35.48
2020,Australia,New South Wales,Crops,Sorghum,29.73
2020,Australia,New South Wales,Crops,Wheat,648.93
2020,Australia,New South Wales,Livestock,Eggs,258.98
2020,Australia,New South Wales,Livestock,Milk,647.25
2020,Australia,New South Wales,Livestock,Wool,773.92
2020,Australia,New South Wales,Livestock,Cattle and Calves,2724.15
2020,Australia,New South Wales,Livestock,Pigs,245.91
2020,Australia,New South Wales,Livestock,Poultry,842.79
2020,Australia,New South Wales,Livestock,Sheep and Lambs,1359.95
2020,Australia,Victoria,Crops,Barley,850.36
2020,Australia,Victoria,Crops,Maize,25.68
2020,Australia,Victoria,Crops,Oats,70.45
2020,Australia,Victoria,Crops,Rice,0
2020,Australia,Victoria,Crops,Sorghum,1.16
2020,Australia,Victoria,Crops,Wheat,1265.77
2020,Australia,Victoria,Livestock,Eggs,174.57
2020,Australia,Victoria,Livestock,Milk,3011.64
2020,Australia,Victoria,Livestock,Wool,772.22
2020,Australia,Victoria,Livestock,Cattle and Calves,2912.16
2020,Australia,Victoria,Livestock,Pigs,344.47
2020,Australia,Victoria,Livestock,Poultry,581.18
2020,Australia,Victoria,Livestock,Sheep and Lambs,2212.58
2020,Australia,Queensland,Crops,Barley,29.49
2020,Australia,Queensland,Crops,Maize,28.35
2020,Australia,Queensland,Crops,Oats,10.32
2020,Australia,Queensland,Crops,Rice,2.76
2020,Australia,Queensland,Crops,Sorghum,121.61
2020,Australia,Queensland,Crops,Wheat,163.27
2020,Australia,Queensland,Livestock,Eggs,268.3
2020,Australia,Queensland,Livestock,Milk,211.54
2020,Australia,Queensland,Livestock,Wool,70.57
2020,Australia,Queensland,Livestock,Cattle and Calves,6546.87
2020,Australia,Queensland,Livestock,Pigs,363.39
2020,Australia,Queensland,Livestock,Poultry,568.41
2020,Australia,Queensland,Livestock,Sheep and Lambs,22.76
2020,Australia,South Australia,Crops,Barley,556.42
2020,Australia,South Australia,Crops,Maize,0
2020,Australia,South Australia,Crops,Oats,32.49
2020,Australia,South Australia,Crops,Rice,0
2020,Australia,South Australia,Crops,Sorghum,0
2020,Australia,South Australia,Crops,Wheat,851.95
2020,Australia,South Australia,Livestock,Eggs,52.78
2020,Australia,South Australia,Livestock,Milk,261.74
2020,Australia,South Australia,Livestock,Wool,403.57
2020,Australia,South Australia,Livestock,Cattle and Calves,341.78
2020,Australia,South Australia,Livestock,Pigs,334.63
2020,Australia,South Australia,Livestock,Poultry,0
2020,Australia,South Australia,Livestock,Sheep and Lambs,500.81
2020,Australia,Western Australia,Crops,Barley,1278.33
2020,Australia,Western Australia,Crops,Maize,24.26
2020,Australia,Western Australia,Crops,Oats,235.28
2020,Australia,Western Australia,Crops,Rice,0
2020,Australia,Western Australia,Crops,Sorghum,0.56
2020,Australia,Western Australia,Crops,Wheat,2001.57
2020,Australia,Western Australia,Livestock,Eggs,94.81
2020,Australia,Western Australia,Livestock,Milk,190.46
2020,Australia,Western Australia,Livestock,Wool,637.18
2020,Australia,Western Australia,Livestock,Cattle and Calves,899.07
2020,Australia,Western Australia,Livestock,Pigs,223.43
2020,Australia,Western Australia,Livestock,Poultry,0
2020,Australia,Western Australia,Livestock,Sheep and Lambs,689.59
2020,Australia,Tasmania,Crops,Barley,7.35
2020,Australia,Tasmania,Crops,Maize,0
2020,Australia,Tasmania,Crops,Oats,0
2020,Australia,Tasmania,Crops,Rice,0
2020,Australia,Tasmania,Crops,Sorghum,0
2020,Australia,Tasmania,Crops,Wheat,16.34
2020,Australia,Tasmania,Livestock,Eggs,31.74
2020,Australia,Tasmania,Livestock,Milk,506.34
2020,Australia,Tasmania,Livestock,Wool,86.84
2020,Australia,Tasmania,Livestock,Cattle and Calves,385.62
2020,Australia,Tasmania,Livestock,Pigs,7.26
2020,Australia,Tasmania,Livestock,Poultry,0
2020,Australia,Tasmania,Livestock,Sheep and Lambs,48.98
2020,Australia,Northern Territory,Crops,Barley,0
2020,Australia,Northern Territory,Crops,Maize,0
2020,Australia,Northern Territory,Crops,Oats,0
2020,Australia,Northern Territory,Crops,Rice,0.39
2020,Australia,Northern Territory,Crops,Sorghum,0
2020,Australia,Northern Territory,Crops,Wheat,0
2020,Australia,Northern Territory,Livestock,Eggs,0
2020,Australia,Northern Territory,Livestock,Milk,0
2020,Australia,Northern Territory,Livestock,Wool,0
2020,Australia,Northern Territory,Livestock,Cattle and Calves,759.2
2020,Australia,Northern Territory,Livestock,Pigs,0
2020,Australia,Northern Territory,Livestock,Poultry,0
2020,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2020,Australia,Australian Capital Territory,Crops,Barley,0
2020,Australia,Australian Capital Territory,Crops,Maize,0
2020,Australia,Australian Capital Territory,Crops,Oats,0
2020,Australia,Australian Capital Territory,Crops,Rice,0
2020,Australia,Australian Capital Territory,Crops,Sorghum,0
2020,Australia,Australian Capital Territory,Crops,Wheat,0
2020,Australia,Australian Capital Territory,Livestock,Eggs,0.13
2020,Australia,Australian Capital Territory,Livestock,Milk,0
2020,Australia,Australian Capital Territory,Livestock,Wool,1.17
2020,Australia,Australian Capital Territory,Livestock,Cattle and Calves,1.78
2020,Australia,Australian Capital Territory,Livestock,Pigs,0
2020,Australia,Australian Capital Territory,Livestock,Poultry,0.47
2020,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,2.05
2021,Australia,New South Wales,Crops,Barley,938.35
2021,Australia,New South Wales,Crops,Maize,64.16
2021,Australia,New South Wales,Crops,Oats,160.5
2021,Australia,New South Wales,Crops,Rice,171.85
2021,Australia,New South Wales,Crops,Sorghum,179.97
2021,Australia,New South Wales,Crops,Wheat,3815.9
2021,Australia,New South Wales,Livestock,Eggs,389.43
2021,Australia,New South Wales,Livestock,Milk,670.32
2021,Australia,New South Wales,Livestock,Wool,841.78
2021,Australia,New South Wales,Livestock,Cattle and Calves,2751.77
2021,Australia,New South Wales,Livestock,Pigs,251.78
2021,Australia,New South Wales,Livestock,Poultry,770.98
2021,Australia,New South Wales,Livestock,Sheep and Lambs,1262.47
2021,Australia,Victoria,Crops,Barley,729.51
2021,Australia,Victoria,Crops,Maize,16.73
2021,Australia,Victoria,Crops,Oats,97.79
2021,Australia,Victoria,Crops,Rice,0.71
2021,Australia,Victoria,Crops,Sorghum,1.63
2021,Australia,Victoria,Crops,Wheat,1393.58
2021,Australia,Victoria,Livestock,Eggs,219.96
2021,Australia,Victoria,Livestock,Milk,2864.39
2021,Australia,Victoria,Livestock,Wool,717.06
2021,Australia,Victoria,Livestock,Cattle and Calves,2583.77
2021,Australia,Victoria,Livestock,Pigs,335.24
2021,Australia,Victoria,Livestock,Poultry,669.89
2021,Australia,Victoria,Livestock,Sheep and Lambs,1899.18
2021,Australia,Queensland,Crops,Barley,121.39
2021,Australia,Queensland,Crops,Maize,26.33
2021,Australia,Queensland,Crops,Oats,15.19
2021,Australia,Queensland,Crops,Rice,1.68
2021,Australia,Queensland,Crops,Sorghum,355.68
2021,Australia,Queensland,Crops,Wheat,519.38
2021,Australia,Queensland,Livestock,Eggs,364.38
2021,Australia,Queensland,Livestock,Milk,206.71
2021,Australia,Queensland,Livestock,Wool,63.14
2021,Australia,Queensland,Livestock,Cattle and Calves,5901.82
2021,Australia,Queensland,Livestock,Pigs,367.03
2021,Australia,Queensland,Livestock,Poultry,600.16
2021,Australia,Queensland,Livestock,Sheep and Lambs,19.26
2021,Australia,South Australia,Crops,Barley,628.97
2021,Australia,South Australia,Crops,Maize,1.63
2021,Australia,South Australia,Crops,Oats,51.12
2021,Australia,South Australia,Crops,Rice,0
2021,Australia,South Australia,Crops,Sorghum,0.44
2021,Australia,South Australia,Crops,Wheat,1184.65
2021,Australia,South Australia,Livestock,Eggs,65.69
2021,Australia,South Australia,Livestock,Milk,262.79
2021,Australia,South Australia,Livestock,Wool,379.78
2021,Australia,South Australia,Livestock,Cattle and Calves,297.96
2021,Australia,South Australia,Livestock,Pigs,355.57
2021,Australia,South Australia,Livestock,Poultry,0
2021,Australia,South Australia,Livestock,Sheep and Lambs,497.42
2021,Australia,Western Australia,Crops,Barley,1301.66
2021,Australia,Western Australia,Crops,Maize,4.57
2021,Australia,Western Australia,Crops,Oats,214.56
2021,Australia,Western Australia,Crops,Rice,0
2021,Australia,Western Australia,Crops,Sorghum,0.81
2021,Australia,Western Australia,Crops,Wheat,2920.2
2021,Australia,Western Australia,Livestock,Eggs,67.93
2021,Australia,Western Australia,Livestock,Milk,193.63
2021,Australia,Western Australia,Livestock,Wool,570.25
2021,Australia,Western Australia,Livestock,Cattle and Calves,929.96
2021,Australia,Western Australia,Livestock,Pigs,240.59
2021,Australia,Western Australia,Livestock,Poultry,0
2021,Australia,Western Australia,Livestock,Sheep and Lambs,607.67
2021,Australia,Tasmania,Crops,Barley,8.51
2021,Australia,Tasmania,Crops,Maize,0.07
2021,Australia,Tasmania,Crops,Oats,2.11
2021,Australia,Tasmania,Crops,Rice,0
2021,Australia,Tasmania,Crops,Sorghum,0
2021,Australia,Tasmania,Crops,Wheat,17.23
2021,Australia,Tasmania,Livestock,Eggs,16.68
2021,Australia,Tasmania,Livestock,Milk,490.12
2021,Australia,Tasmania,Livestock,Wool,71.69
2021,Australia,Tasmania,Livestock,Cattle and Calves,416.25
2021,Australia,Tasmania,Livestock,Pigs,6.35
2021,Australia,Tasmania,Livestock,Poultry,50.33
2021,Australia,Tasmania,Livestock,Sheep and Lambs,44.71
2021,Australia,Northern Territory,Crops,Barley,0.09
2021,Australia,Northern Territory,Crops,Maize,0
2021,Australia,Northern Territory,Crops,Oats,0.19
2021,Australia,Northern Territory,Crops,Rice,0.15
2021,Australia,Northern Territory,Crops,Sorghum,1.23
2021,Australia,Northern Territory,Crops,Wheat,0
2021,Australia,Northern Territory,Livestock,Eggs,0
2021,Australia,Northern Territory,Livestock,Milk,0
2021,Australia,Northern Territory,Livestock,Wool,0
2021,Australia,Northern Territory,Livestock,Cattle and Calves,581.26
2021,Australia,Northern Territory,Livestock,Pigs,0
2021,Australia,Northern Territory,Livestock,Poultry,0
2021,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2021,Australia,Australian Capital Territory,Crops,Barley,0
2021,Australia,Australian Capital Territory,Crops,Maize,0
2021,Australia,Australian Capital Territory,Crops,Oats,0.02
2021,Australia,Australian Capital Territory,Crops,Rice,0
2021,Australia,Australian Capital Territory,Crops,Sorghum,0
2021,Australia,Australian Capital Territory,Crops,Wheat,0
2021,Australia,Australian Capital Territory,Livestock,Eggs,0.34
2021,Australia,Australian Capital Territory,Livestock,Milk,0
2021,Australia,Australian Capital Territory,Livestock,Wool,1.08
2021,Australia,Australian Capital Territory,Livestock,Cattle and Calves,2.61
2021,Australia,Australian Capital Territory,Livestock,Pigs,0
2021,Australia,Australian Capital Territory,Livestock,Poultry,1.12
2021,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,1.62
2022,Australia,New South Wales,Crops,Barley,964.9
2022,Australia,New South Wales,Crops,Maize,0
2022,Australia,New South Wales,Crops,Oats,105.81
2022,Australia,New South Wales,Crops,Rice,272.69
2022,Australia,New South Wales,Crops,Sorghum,356.68
2022,Australia,New South Wales,Crops,Wheat,3888.16
2022,Australia,New South Wales,Livestock,Eggs,314.31
2022,Australia,New South Wales,Livestock,Milk,686.88
2022,Australia,New South Wales,Livestock,Wool,1102.86
2022,Australia,New South Wales,Livestock,Cattle and Calves,3332.7
2022,Australia,New South Wales,Livestock,Pigs,229.6
2022,Australia,New South Wales,Livestock,Poultry,836.24
2022,Australia,New South Wales,Livestock,Sheep and Lambs,1484.79
2022,Australia,Victoria,Crops,Barley,671.33
2022,Australia,Victoria,Crops,Maize,0
2022,Australia,Victoria,Crops,Oats,69.84
2022,Australia,Victoria,Crops,Rice,0.67
2022,Australia,Victoria,Crops,Sorghum,0.79
2022,Australia,Victoria,Crops,Wheat,1641.19
2022,Australia,Victoria,Livestock,Eggs,174.9
2022,Australia,Victoria,Livestock,Milk,3018.89
2022,Australia,Victoria,Livestock,Wool,874.4
2022,Australia,Victoria,Livestock,Cattle and Calves,2935.16
2022,Australia,Victoria,Livestock,Pigs,333.77
2022,Australia,Victoria,Livestock,Poultry,782.32
2022,Australia,Victoria,Livestock,Sheep and Lambs,2157.65
2022,Australia,Queensland,Crops,Barley,174.12
2022,Australia,Queensland,Crops,Maize,0
2022,Australia,Queensland,Crops,Oats,20.54
2022,Australia,Queensland,Crops,Rice,1.32
2022,Australia,Queensland,Crops,Sorghum,656.69
2022,Australia,Queensland,Crops,Wheat,776.1
2022,Australia,Queensland,Livestock,Eggs,327.91
2022,Australia,Queensland,Livestock,Milk,209.35
2022,Australia,Queensland,Livestock,Wool,76.46
2022,Australia,Queensland,Livestock,Cattle and Calves,6825.59
2022,Australia,Queensland,Livestock,Pigs,388.65
2022,Australia,Queensland,Livestock,Poultry,630.7
2022,Australia,Queensland,Livestock,Sheep and Lambs,19
2022,Australia,South Australia,Crops,Barley,642.17
2022,Australia,South Australia,Crops,Maize,0
2022,Australia,South Australia,Crops,Oats,42.29
2022,Australia,South Australia,Crops,Rice,0
2022,Australia,South Australia,Crops,Sorghum,0
2022,Australia,South Australia,Crops,Wheat,1709.76
2022,Australia,South Australia,Livestock,Eggs,67.39
2022,Australia,South Australia,Livestock,Milk,263.17
2022,Australia,South Australia,Livestock,Wool,444.56
2022,Australia,South Australia,Livestock,Cattle and Calves,272.01
2022,Australia,South Australia,Livestock,Pigs,372.9
2022,Australia,South Australia,Livestock,Poultry,0
2022,Australia,South Australia,Livestock,Sheep and Lambs,514.55
2022,Australia,Western Australia,Crops,Barley,1897.71
2022,Australia,Western Australia,Crops,Maize,0
2022,Australia,Western Australia,Crops,Oats,278.49
2022,Australia,Western Australia,Crops,Rice,0
2022,Australia,Western Australia,Crops,Sorghum,1
2022,Australia,Western Australia,Crops,Wheat,5105.63
2022,Australia,Western Australia,Livestock,Eggs,66.76
2022,Australia,Western Australia,Livestock,Milk,187.83
2022,Australia,Western Australia,Livestock,Wool,654.87
2022,Australia,Western Australia,Livestock,Cattle and Calves,1029.22
2022,Australia,Western Australia,Livestock,Pigs,0
2022,Australia,Western Australia,Livestock,Poultry,0
2022,Australia,Western Australia,Livestock,Sheep and Lambs,692.26
2022,Australia,Tasmania,Crops,Barley,7.35
2022,Australia,Tasmania,Crops,Maize,0
2022,Australia,Tasmania,Crops,Oats,1.96
2022,Australia,Tasmania,Crops,Rice,0
2022,Australia,Tasmania,Crops,Sorghum,0
2022,Australia,Tasmania,Crops,Wheat,23.21
2022,Australia,Tasmania,Livestock,Eggs,15.74
2022,Australia,Tasmania,Livestock,Milk,505.77
2022,Australia,Tasmania,Livestock,Wool,73.54
2022,Australia,Tasmania,Livestock,Cattle and Calves,467.22
2022,Australia,Tasmania,Livestock,Pigs,0
2022,Australia,Tasmania,Livestock,Poultry,0
2022,Australia,Tasmania,Livestock,Sheep and Lambs,58.04
2022,Australia,Northern Territory,Crops,Barley,0
2022,Australia,Northern Territory,Crops,Maize,0
2022,Australia,Northern Territory,Crops,Oats,0
2022,Australia,Northern Territory,Crops,Rice,0.4
2022,Australia,Northern Territory,Crops,Sorghum,0
2022,Australia,Northern Territory,Crops,Wheat,0
2022,Australia,Northern Territory,Livestock,Eggs,0
2022,Australia,Northern Territory,Livestock,Milk,0
2022,Australia,Northern Territory,Livestock,Wool,0
2022,Australia,Northern Territory,Livestock,Cattle and Calves,455.77
2022,Australia,Northern Territory,Livestock,Pigs,0
2022,Australia,Northern Territory,Livestock,Poultry,0
2022,Australia,Northern Territory,Livestock,Sheep and Lambs,0
2022,Australia,Australian Capital Territory,Crops,Barley,0
2022,Australia,Australian Capital Territory,Crops,Maize,0
2022,Australia,Australian Capital Territory,Crops,Oats,0
2022,Australia,Australian Capital Territory,Crops,Rice,0
2022,Australia,Australian Capital Territory,Crops,Sorghum,0
2022,Australia,Australian Capital Territory,Crops,Wheat,0
2022,Australia,Australian Capital Territory,Livestock,Eggs,0.34
2022,Australia,Australian Capital Territory,Livestock,Milk,0
2022,Australia,Australian Capital Territory,Livestock,Wool,2.89
2022,Australia,Australian Capital Territory,Livestock,Cattle and Calves,3.74
2022,Australia,Australian Capital Territory,Livestock,Pigs,0
2022,Australia,Australian Capital Territory,Livestock,Poultry,1.15
2022,Australia,Australian Capital Territory,Livestock,Sheep and Lambs,3.89